line	category	action	context	note	text
5692	FILENAME	CAN THAN	NewExpression	ten file .png tai len ST	"已缓存卡面.png"
5698	UI-APP	DICH	OBJ_VALUE:label	App.vue root: toastr, log, label, validation message	"角色${…}"
5724	UI-APP	DICH	NewExpression	App.vue root: toastr, log, label, validation message	"读取写卡器草稿失败"
5736	FILENAME	CAN THAN	NewExpression	ten file .png tai len ST	"已缓存卡面.png"
5775	UI-APP	DICH	CALL:window.confirm#0	App.vue root: toastr, log, label, validation message	"确定清空当前草稿并重新填写吗？角色卡中已经存在的内容不会被删除。"
5804	UI-APP	DICH	CALL:toastr.success#0	App.vue root: toastr, log, label, validation message	"草稿已清空，可以重新开始"
5807	UI-APP	DICH	CALL:toastr.error#1	App.vue root: toastr, log, label, validation message	"草稿清理失败"
5817	UI-APP	DICH	ArrowFunctionExpression	App.vue root: toastr, log, label, validation message	"${…}：${…}"
5821	UI-APP	DICH	CALL:toastr.warning#0	App.vue root: toastr, log, label, validation message	"${…}存在标签或内容提醒，已继续生成"
5821	UI-APP	DICH	CALL:toastr.warning#1	App.vue root: toastr, log, label, validation message	"一键角色卡写卡器"
5824	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"普通调色盘"
5824	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"多阶段调色盘"
5841	UI-APP	DICH	CALL:toastr.info#0	App.vue root: toastr, log, label, validation message	"完成一次生成后即可检查原始输出格式"
5841	UI-APP	DICH	CALL:toastr.info#1	App.vue root: toastr, log, label, validation message	"格式检查"
5869	UI-APP	DICH	LogicalExpression	App.vue root: toastr, log, label, validation message	"自动矫正后仍存在格式问题"
5871	UI-APP	DICH	NewExpression	App.vue root: toastr, log, label, validation message	"世界观生成状态已丢失，请重新生成"
5877	UI-APP	DICH	NewExpression	App.vue root: toastr, log, label, validation message	"角色生成状态已丢失，请重新生成"
5881	UI-APP	DICH	NewExpression	App.vue root: toastr, log, label, validation message	"开场白生成状态已丢失，请重新生成"
5893	UI-APP	DICH	CALL:n.push#0	App.vue root: toastr, log, label, validation message	"世界观：${…}"
5895	UI-APP	DICH	CALL:n.push#0	App.vue root: toastr, log, label, validation message	"${…}：${…}"
5897	UI-APP	DICH	CALL:n.push#0	App.vue root: toastr, log, label, validation message	"开场白：${…}"
5901	UI-APP	DICH	CALL:n.push#0	App.vue root: toastr, log, label, validation message	"${…}：${…}"
5907	UI-APP	DICH	CALL:$n#1	App.vue root: toastr, log, label, validation message	"${…}已完成结构保底矫正，正文完整保留，请检查字段分区。"
5908	UI-APP	DICH	CALL:toastr.warning#0	App.vue root: toastr, log, label, validation message	"格式已矫正，纯文本内容已完整放入保底字段，请人工检查分区"
5909	UI-APP	DICH	CALL:$n#1	App.vue root: toastr, log, label, validation message	"${…}格式已校验、矫正并重新解析。"
5910	UI-APP	DICH	CALL:toastr.success#0	App.vue root: toastr, log, label, validation message	"格式已矫正并刷新写入内容"
5913	UI-APP	DICH	CALL:$n#1	App.vue root: toastr, log, label, validation message	"格式矫正失败：${…}"
5913	UI-APP	DICH	CALL:toastr.error#1	App.vue root: toastr, log, label, validation message	"格式矫正失败"
5936	UI-APP	DICH	RETURN	App.vue root: toastr, log, label, validation message	"新角色"
5939	SENTINEL	DOI CUNG LUC	CALL:e.has#0	Set.has('新角色') - dedupe ten mac dinh, doi cung 5941	"新角色"
5939	SENTINEL	DOI CUNG LUC	RETURN	Set.has('新角色') - dedupe ten mac dinh, doi cung 5941	"新角色"
5941	SENTINEL	DOI CUNG LUC	MemberExpression	template '新角色 N' - doi cung 5939	"新角色 ${…}"
5942	UI-APP	DICH	RETURN	App.vue root: toastr, log, label, validation message	"新角色 ${…}"
5955	UI-APP	DICH	ASSIGN	App.vue root: toastr, log, label, validation message	"${…}世界书"
5957	UI-APP	DICH	CALL:toastr.success#0	App.vue root: toastr, log, label, validation message	"已创建并打开“${…}”"
5957	UI-APP	DICH	CALL:toastr.success#1	App.vue root: toastr, log, label, validation message	"可以开始写卡"
5960	UI-APP	DICH	CALL:toastr.error#1	App.vue root: toastr, log, label, validation message	"创建角色卡失败"
5972	UI-APP	DICH	ARRAY	App.vue root: toastr, log, label, validation message	"【角色核心点子】"
5975	UI-APP	DICH	ARRAY	App.vue root: toastr, log, label, validation message	"【与玩家的初始关系】"
5976	UI-APP	DICH	LogicalExpression	App.vue root: toastr, log, label, validation message	"由系统设计一个适合展开故事的初始关系"
5978	UI-APP	DICH	ARRAY	App.vue root: toastr, log, label, validation message	"【期待的聊天体验与关系变化】"
5979	UI-APP	DICH	LogicalExpression	App.vue root: toastr, log, label, validation message	"由系统根据角色核心点子设计自然、可持续发展的关系变化"
5983	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"请根据角色核心点子自动构建一个适合长期互动、容易理解的世界背景。"
5985	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"沿用或适配这个原作/已有世界：${…}。"
5985	UI-APP	DICH	LogicalExpression	App.vue root: toastr, log, label, validation message	"请从角色点子中推断"
5986	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"使用这个自定义世界设定：${…}。"
5988	UI-APP	DICH	ARRAY	App.vue root: toastr, log, label, validation message	"【新手模式世界观要求】"
5990	UI-APP	DICH	ARRAY	App.vue root: toastr, log, label, validation message	"世界规则应服务角色关系和聊天体验，不要堆砌无关设定。"
5992	UI-APP	DICH	ARRAY	App.vue root: toastr, log, label, validation message	"【角色参考】"
6002	UI-APP	DICH	ASSIGN	App.vue root: toastr, log, label, validation message	"自然细腻的中文叙事。动作、环境、对话与潜台词保持平衡；人物主动但不替玩家作出关键决定，结尾留下自然的回应空间。"
6005	UI-APP	DICH	ARRAY	App.vue root: toastr, log, label, validation message	"从角色与玩家第一次需要真正回应彼此的具体场面开始。"
6006	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"初始关系：${…}"
6007	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"期待体验：${…}"
6008	UI-APP	DICH	ARRAY	App.vue root: toastr, log, label, validation message	"明确时间、地点与当前局势，让角色先采取一个符合人设的行动，并把下一步选择自然交给玩家。"
6030	UI-APP	DICH	ASSIGN	App.vue root: toastr, log, label, validation message	"角色${…}"
6050	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"${…} 副本"
6070	UI-APP	DICH	CALL:toastr.success#0	App.vue root: toastr, log, label, validation message	"${…}已复制"
6074	UI-APP	DICH	CALL:ye#1	App.vue root: toastr, log, label, validation message	"人设结果"
6077	UI-APP	DICH	CALL:ye#1	App.vue root: toastr, log, label, validation message	"生成内容"
6080	UI-APP	DICH	CALL:ye#1	App.vue root: toastr, log, label, validation message	"${…}原始输出"
6087	UI-APP	DICH	CALL:toastr.warning#1	App.vue root: toastr, log, label, validation message	"开始前还差一步"
6091	UI-APP	DICH	LogicalExpression	App.vue root: toastr, log, label, validation message	"请先完成写卡素材"
6091	UI-APP	DICH	CALL:toastr.warning#1	App.vue root: toastr, log, label, validation message	"执行检查"
6092	UI-APP	DICH	LogicalExpression	App.vue root: toastr, log, label, validation message	"请先完成开场白设置"
6092	UI-APP	DICH	CALL:toastr.warning#1	App.vue root: toastr, log, label, validation message	"执行检查"
6102	UI-APP	DICH	CALL:toastr.error#1	App.vue root: toastr, log, label, validation message	"一键角色卡写卡器"
6121	UI-APP	DICH	NewExpression	App.vue root: toastr, log, label, validation message	"工作状态丢失，请重新生成全部"
6125	UI-APP	DICH	NewExpression	App.vue root: toastr, log, label, validation message	"世界观尚未生成，请从世界观阶段重新开始"
6133	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"当前生成接口不可用，请检查模型或 API 设置后重试。"
6135	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"连接暂时不稳定，请稍后重试当前阶段。"
6137	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"生成前版本保存失败。角色卡尚未被修改，请直接重试。"
6140	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"本次生成混入了模板内容，已准备好重新生成这一阶段。"
6141	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"本次生成没有得到可用内容，请重新生成这一阶段。"
6143	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"角色卡面写入失败，其他内容已经保留，可以单独重试。"
6145	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"保存角色卡内容时遇到问题，已完成内容仍然保留，请重试当前阶段。"
6147	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"互动能力还没有安装完成，请重试当前阶段。"
6149	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"这一阶段没有完成，请重试；详细信息已记录在活动日志中。"
6160	UI-APP	DICH	ARRAY	App.vue root: toastr, log, label, validation message	"模板"
6160	UI-APP	DICH	ARRAY	App.vue root: toastr, log, label, validation message	"提示词"
6160	UI-APP	DICH	ARRAY	App.vue root: toastr, log, label, validation message	"工程词"
6160	UI-APP	DICH	ARRAY	App.vue root: toastr, log, label, validation message	"占位符"
6165	UI-APP	DICH	CALL:$n#1	App.vue root: toastr, log, label, validation message	"下次重试会提醒 AI 避开：${…}"
6165	UI-APP	DICH	CALL:?.join#0	App.vue root: toastr, log, label, validation message	"、"
6228	UI-APP	DICH	CALL:toastr.error#1	App.vue root: toastr, log, label, validation message	"打开角色卡失败"
6264	UI-APP	DICH	CALL:$n#1	App.vue root: toastr, log, label, validation message	"已恢复生成前版本，填写的草稿仍然保留"
6265	UI-APP	DICH	CALL:toastr.success#0	App.vue root: toastr, log, label, validation message	"世界书、角色脚本和状态栏规则已恢复"
6265	UI-APP	DICH	CALL:toastr.success#1	App.vue root: toastr, log, label, validation message	"恢复完成"
6268	UI-APP	DICH	CALL:$n#1	App.vue root: toastr, log, label, validation message	"恢复失败：${…}"
6268	UI-APP	DICH	CALL:toastr.error#1	App.vue root: toastr, log, label, validation message	"恢复失败"
6283	UI-APP	DICH	NewExpression	App.vue root: toastr, log, label, validation message	"无法创建恢复点：世界书名称为空"
6285	UI-APP	DICH	NewExpression	App.vue root: toastr, log, label, validation message	"无法创建恢复点：角色卡名称为空"
6302	UI-APP	DICH	CALL:$n#1	App.vue root: toastr, log, label, validation message	"已保存生成前版本，可在完成页一键恢复"
6307	UI-APP	DICH	CALL:$n#1	App.vue root: toastr, log, label, validation message	"确认世界书：${…}"
6310	UI-APP	DICH	NewExpression	App.vue root: toastr, log, label, validation message	"世界书名称不能为空"
6312	UI-APP	DICH	NewExpression	App.vue root: toastr, log, label, validation message	"角色卡名称不能为空"
6334	UI-APP	DICH	CALL:ne#0	App.vue root: toastr, log, label, validation message	"世界观"
6335	UI-APP	DICH	CALL:$n#1	App.vue root: toastr, log, label, validation message	"世界观生成完成"
6343	UI-APP	DICH	NewExpression	App.vue root: toastr, log, label, validation message	"未找到角色${…}素材"
6351	UI-APP	DICH	CALL:$n#1	App.vue root: toastr, log, label, validation message	"${…} 生成完成"
6356	UI-APP	DICH	NewExpression	App.vue root: toastr, log, label, validation message	"角色尚未全部生成，无法生成开场白"
6361	UI-APP	DICH	CALL:ne#0	App.vue root: toastr, log, label, validation message	"开场白"
6362	UI-APP	DICH	CALL:$n#1	App.vue root: toastr, log, label, validation message	"开场白生成完成"
6366	UI-APP	DICH	NewExpression	App.vue root: toastr, log, label, validation message	"开场白尚未生成，请先重新生成开场白"
6373	UI-APP	DICH	NewExpression	App.vue root: toastr, log, label, validation message	"角色${…}尚未生成，请先重新生成该角色"
6378	UI-APP	DICH	NewExpression	App.vue root: toastr, log, label, validation message	"至少需要一个已生成角色"
6389	ST-SCRIPT-JSON	KHOA	CALL:JSON.parse#0	JSON script MVU (name/id/uuid co dinh)	"{\n  \"type\": \"script\",\n  \"enabled\": true,\n  \"name\": \"MVU\",\n  \"id\": \"961f366d-e403-45c2-8155-3d14ec86de53\",\n  \"content\": \"import'https://testingcf.jsdelivr.net/gh …[+551]"
6426	UI-APP	DICH	NewExpression	App.vue root: toastr, log, label, validation message	"至少需要填写一个角色素材"
6442	UI-APP	DICH	OBJ_VALUE:title	App.vue root: toastr, log, label, validation message	"保存生成前版本"
6443	UI-APP	DICH	OBJ_VALUE:detail	App.vue root: toastr, log, label, validation message	"出现问题时可以一键恢复"
6448	UI-APP	DICH	OBJ_VALUE:title	App.vue root: toastr, log, label, validation message	"确认目标角色卡"
6449	UI-APP	DICH	OBJ_VALUE:detail	App.vue root: toastr, log, label, validation message	"检查角色卡结构与兼容字段"
6454	UI-APP	DICH	OBJ_VALUE:title	App.vue root: toastr, log, label, validation message	"准备保存位置"
6455	UI-APP	DICH	OBJ_VALUE:detail	App.vue root: toastr, log, label, validation message	"创建并连接角色专属世界书"
6460	UI-APP	DICH	OBJ_VALUE:title	App.vue root: toastr, log, label, validation message	"整理旧版本"
6461	UI-APP	DICH	OBJ_VALUE:detail	App.vue root: toastr, log, label, validation message	"只更新本写卡器以前生成的内容"
6466	UI-APP	DICH	OBJ_VALUE:title	App.vue root: toastr, log, label, validation message	"构建故事世界"
6467	UI-APP	DICH	OBJ_VALUE:detail	App.vue root: toastr, log, label, validation message	"根据角色点子补全背景和规则"
6472	UI-APP	DICH	OBJ_VALUE:title	App.vue root: toastr, log, label, validation message	"保存世界背景"
6473	UI-APP	DICH	OBJ_VALUE:detail	App.vue root: toastr, log, label, validation message	"写入世界书并设置顺序"
6477	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"角色"
6481	UI-APP	DICH	OBJ_VALUE:title	App.vue root: toastr, log, label, validation message	"理解并扩写${…}"
6482	UI-APP	DICH	OBJ_VALUE:detail	App.vue root: toastr, log, label, validation message	"补全身份、性格、关系变化和行为逻辑"
6487	UI-APP	DICH	OBJ_VALUE:title	App.vue root: toastr, log, label, validation message	"保存${…}人设"
6488	UI-APP	DICH	OBJ_VALUE:detail	App.vue root: toastr, log, label, validation message	"保存角色速览、完整人设和关系阶段"
6495	UI-APP	DICH	OBJ_VALUE:title	App.vue root: toastr, log, label, validation message	"编写故事第一幕"
6496	UI-APP	DICH	OBJ_VALUE:detail	App.vue root: toastr, log, label, validation message	"按文风与大纲扩写，并留下可接话钩子"
6501	UI-APP	DICH	OBJ_VALUE:title	App.vue root: toastr, log, label, validation message	"保存故事第一幕"
6502	UI-APP	DICH	OBJ_VALUE:detail	App.vue root: toastr, log, label, validation message	"写入角色卡第一条消息并连接状态栏"
6507	UI-APP	DICH	OBJ_VALUE:title	App.vue root: toastr, log, label, validation message	"创建互动状态"
6508	UI-APP	DICH	OBJ_VALUE:detail	App.vue root: toastr, log, label, validation message	"准备时间、地点、关系值和更新规则"
6513	UI-APP	DICH	OBJ_VALUE:title	App.vue root: toastr, log, label, validation message	"安装互动能力"
6514	UI-APP	DICH	OBJ_VALUE:detail	App.vue root: toastr, log, label, validation message	"让角色能够持续记录和更新状态"
6519	UI-APP	DICH	OBJ_VALUE:title	App.vue root: toastr, log, label, validation message	"配置关系变量"
6520	UI-APP	DICH	OBJ_VALUE:detail	App.vue root: toastr, log, label, validation message	"按角色数量创建安全的数据结构"
6525	UI-APP	DICH	OBJ_VALUE:title	App.vue root: toastr, log, label, validation message	"连接状态栏显示"
6526	UI-APP	DICH	OBJ_VALUE:detail	App.vue root: toastr, log, label, validation message	"安装状态展示和内容整理规则"
6533	UI-APP	DICH	OBJ_VALUE:title	App.vue root: toastr, log, label, validation message	"写入卡面"
6534	UI-APP	DICH	OBJ_VALUE:detail	App.vue root: toastr, log, label, validation message	"把用户图片写成角色卡面"
6562	UI-APP	DICH	CALL:$n#1	App.vue root: toastr, log, label, validation message	"已在当前步骤完成后安全停止，可以在当前窗口继续"
6563	UI-APP	DICH	CALL:toastr.info#0	App.vue root: toastr, log, label, validation message	"当前步骤已完成，任务已安全停止"
6563	UI-APP	DICH	CALL:toastr.info#1	App.vue root: toastr, log, label, validation message	"一键角色卡写卡器"
6566	UI-APP	DICH	CALL:$n#1	App.vue root: toastr, log, label, validation message	"完整角色卡生成并写入完成"
6566	UI-APP	DICH	CALL:toastr.success#0	App.vue root: toastr, log, label, validation message	"完整角色卡已生成并写入"
6574	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"${…}（详细信息：${…}）"
6575	UI-APP	DICH	CALL:toastr.error#1	App.vue root: toastr, log, label, validation message	"一键角色卡写卡器"
6592	UI-APP	DICH	CALL:$n#1	App.vue root: toastr, log, label, validation message	"生成${…}"
6596	UI-APP	DICH	ARRAY	App.vue root: toastr, log, label, validation message	"【单独人设素材】"
6597	UI-APP	DICH	ARRAY	App.vue root: toastr, log, label, validation message	"请只根据下面的人设信息生成人设正文，不写世界观和写入配置。"
6602	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"生成多阶段调色盘人设。"
6602	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"生成普通性格调色盘人设。"
6603	UI-APP	DICH	ARRAY	App.vue root: toastr, log, label, validation message	"你正在适配秋青子写卡预设的人设写法，但本任务是独立功能，不生成完整角色卡。"
6604	UI-APP	DICH	ARRAY	App.vue root: toastr, log, label, validation message	"只输出可直接复制的人设正文，不生成世界书条目、基础信息、角色速览、MVU、EJS、正则或写入说明。"
6605	UI-APP	DICH	ARRAY	App.vue root: toastr, log, label, validation message	"允许在不推翻用户明确设定的前提下做合理化补充：补足行为逻辑、关系触发、压力状态和二次解释。"
6606	UI-APP	DICH	ARRAY	App.vue root: toastr, log, label, validation message	"可写入字段内禁止出现内部流程说明、占位说明、标签说明或创作说明。"
6607	UI-APP	DICH	ARRAY	App.vue root: toastr, log, label, validation message	"不要和用户对话，不要询问下一步。"
6610	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"输出必须放在 <content><persona_result><multistage_persona>...</multistage_persona></persona_result></content> 中。"
6611	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"输出必须放在 <content><persona_result><palette>...</palette></persona_result></content> 中。"
6614	UI-APP	DICH	ARRAY	App.vue root: toastr, log, label, validation message	"<multistage_persona> 内必须包含以下子标签："
6615	UI-APP	DICH	ARRAY	App.vue root: toastr, log, label, validation message	"<stage_early>初识期 0~30 的调色盘头部、专属衍生、专属二次解释</stage_early>"
6616	UI-APP	DICH	ARRAY	App.vue root: toastr, log, label, validation message	"<stage_middle>熟悉期 31~70 的调色盘头部、专属衍生、专属二次解释</stage_middle>"
6617	UI-APP	DICH	ARRAY	App.vue root: toastr, log, label, validation message	"<stage_close>亲近期 71~100 的调色盘头部、专属衍生、专属二次解释</stage_close>"
6618	UI-APP	DICH	ARRAY	App.vue root: toastr, log, label, validation message	"<stage_common>跨阶段通用衍生、通用二次解释、总结；没有则留空</stage_common>"
6620	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"<palette> 内只写普通调色盘正文：底色、主色调、点缀、衍生、压力状态、关系触发和二次解释。"
6621	UI-APP	DICH	ARRAY	App.vue root: toastr, log, label, validation message	"所有子标签必须闭合，标签外不要输出解释。"
6634	UI-APP	DICH	CALL:$n#1	App.vue root: toastr, log, label, validation message	"${…}生成完成"
6635	UI-APP	DICH	CALL:toastr.success#0	App.vue root: toastr, log, label, validation message	"${…}已生成"
6639	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"${…}（详细信息：${…}）"
6639	UI-APP	DICH	CALL:toastr.error#1	App.vue root: toastr, log, label, validation message	"一键角色卡写卡器"
6649	UI-APP	DICH	CALL:$n#1	App.vue root: toastr, log, label, validation message	"收到停止请求，将在当前步骤完成后安全停止"
6655	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"已向当前模型发送停止信号"
6655	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"已标记立即停止当前生成请求"
6656	UI-APP	DICH	CALL:toastr.warning#0	App.vue root: toastr, log, label, validation message	"正在停止当前生成请求…"
6656	UI-APP	DICH	CALL:toastr.warning#1	App.vue root: toastr, log, label, validation message	"一键角色卡写卡器"
6678	UI-APP	DICH	NewExpression	App.vue root: toastr, log, label, validation message	"未找到角色${…}素材"
6681	UI-APP	DICH	CALL:$n#1	App.vue root: toastr, log, label, validation message	"重新生成 ${…}"
6695	UI-APP	DICH	CALL:ne#0	App.vue root: toastr, log, label, validation message	"开场白"
6700	UI-APP	DICH	CALL:$n#1	App.vue root: toastr, log, label, validation message	"${…} 已重新生成并刷新世界书、互动变量和状态栏"
6701	UI-APP	DICH	CALL:toastr.success#0	App.vue root: toastr, log, label, validation message	"${…} 已重新生成"
6708	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"${…}（详细信息：${…}）"
6709	UI-APP	DICH	CALL:toastr.error#1	App.vue root: toastr, log, label, validation message	"一键角色卡写卡器"
6733	UI-APP	DICH	LogicalExpression	App.vue root: toastr, log, label, validation message	"无法识别当前模型"
6734	UI-APP	DICH	LogicalExpression	App.vue root: toastr, log, label, validation message	"未知 API"
6735	UI-APP	DICH	LogicalExpression	App.vue root: toastr, log, label, validation message	"未知状态"
6737	UI-APP	DICH	ASSIGN	App.vue root: toastr, log, label, validation message	"读取当前模型失败"
6737	UI-APP	DICH	ASSIGN	App.vue root: toastr, log, label, validation message	"未知 API"
6737	UI-APP	DICH	ASSIGN	App.vue root: toastr, log, label, validation message	"无法读取"
7105	UI-APP	DICH	CALL:r.createTextVNode#0	App.vue root: toastr, log, label, validation message	"内置预设已加载"
7109	UI-APP	DICH	BINOP:+	App.vue root: toastr, log, label, validation message	"角色："
7119	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"格式提醒 ${…}"
7119	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"格式校验通过"
7134	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"格式提醒 ${…}"
7134	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"格式已通过"
7402	UI	DICH	OBJ_VALUE:name	bootstrap / mount	"一键角色卡写卡器"
7403	UI	DICH	CALL:getButtonEvent#0	bootstrap / mount	"一键角色卡写卡器"
